CODE;NAME;CITY;COUNTRY;LATITUDE;LONGITUDE
WVN;Wilhelmshaven-Mariensiel Airport;Wilhelmshaven;Germany;53.502220153808594;8.05222225189209
BMK;Borkum Airport;Borkum;Germany;53.5963897705;6.70916700363
NRD;Norderney Airport;Norderney;Germany;53.70694351196289;7.230000019073486
FLF;Flensburg-Schäferhaus Airport;Flensburg;Germany;54.77333450317383;9.378889083862305
GWT;Westerland Sylt Airport;Westerland;Germany;54.9132003784;8.34047031403
KDL;Kärdla Airport;Kardla;Estonia;58.99079895019531;22.830699920654297
URE;Kuressaare Airport;Kuressaare;Estonia;58.22990036010742;22.50950050354004
EPU;Pärnu Airport;Parnu;Estonia;58.41899871826172;24.47279930114746
TLL;Lennart Meri Tallinn Airport;Tallinn-ulemiste International;Estonia;59.41329956049999;24.832799911499997
TAY;Tartu Airport;Tartu;Estonia;58.3074989319;26.690399169900004
ENF;Enontekio Airport;Enontekio;Finland;68.362602233887;23.424299240112
KEV;Halli Airport;Halli;Finland;61.856039;24.786686
HEM;Helsinki Malmi Airport;Helsinki;Finland;60.254600524902344;25.042800903320312
HEL;Helsinki Vantaa Airport;Helsinki;Finland;60.317199707031;24.963300704956
HYV;Hyvinkää Airfield;Hyvinkaa;Finland;60.6543998718;24.8810997009
IVL;Ivalo Airport;Ivalo;Finland;68.607299804688;27.405300140381
JOE;Joensuu Airport;Joensuu;Finland;62.662899017334;29.607500076294
JYV;Jyvaskyla Airport;Jyvaskyla;Finland;62.399501800537;25.678300857544
KAU;Kauhava Airport;Kauhava;Finland;63.127102;23.051399
KEM;Kemi-Tornio Airport;Kemi;Finland;65.778701782227;24.582099914551
KAJ;Kajaani Airport;Kajaani;Finland;64.285499572754;27.692399978638
KOK;Kokkola-Pietarsaari Airport;Kruunupyy;Finland;63.721199035645;23.143100738525
KAO;Kuusamo Airport;Kuusamo;Finland;65.987602233887;29.239400863647
KTT;Kittilä Airport;Kittila;Finland;67.700996398926;24.846799850464
KUO;Kuopio Airport;Kuopio;Finland;63.007099151611;27.797800064087
LPP;Lappeenranta Airport;Lappeenranta;Finland;61.044601;28.144743
MHQ;Mariehamn Airport;Mariehamn;Finland;60.122200012207;19.898199081421
MIK;Mikkeli Airport;Mikkeli;Finland;61.6866;27.201799
OUL;Oulu Airport;Oulu;Finland;64.930099487305;25.354600906372
POR;Pori Airport;Pori;Finland;61.461700439453;21.799999237061
RVN;Rovaniemi Airport;Rovaniemi;Finland;66.564796447754;25.830400466919
SVL;Savonlinna Airport;Savonlinna;Finland;61.943099975586;28.945100784302
SOT;Sodankyla Airport;Sodankyla;Finland;67.3949966431;26.6191005707
TMP;Tampere-Pirkkala Airport;Tampere;Finland;61.414100646973;23.604400634766
TKU;Turku Airport;Turku;Finland;60.514099121094;22.262800216675
QVY;Utti Air Base;Utti;Finland;60.89640045166;26.938400268555
VAA;Vaasa Airport;Vaasa;Finland;63.050701141357;21.762199401855
VRK;Varkaus Airport;Varkaus;Finland;62.171100616455;27.868600845337
BFS;Belfast International Airport;Belfast;United Kingdom;54.6575012207;-6.2158298492399995
ENK;St Angelo Airport;Enniskillen;United Kingdom;54.39889907836914;-7.651669979095459
BHD;George Best Belfast City Airport;Belfast;United Kingdom;54.618099212646484;-5.872499942779541
LDY;City of Derry Airport;Londonderry;United Kingdom;55.04280090332031;-7.161109924316406
BHX;Birmingham International Airport;Birmingham;United Kingdom;52.453899383499994;-1.74802994728
CVT;Coventry Airport;Coventry;United Kingdom;52.3697013855;-1.4797199964499999
GLO;Gloucestershire Airport;Golouchestershire;United Kingdom;51.89419937133789;-2.167220115661621
MAN;Manchester Airport;Manchester;United Kingdom;53.35369873046875;-2.2749500274658203
NQY;Newquay Cornwall Airport;Newquai;United Kingdom;50.44060134887695;-4.995409965515137
LYE;RAF Lyneham;Lyneham;United Kingdom;51.5051;-1.99343
YEO;RNAS Yeovilton;Yeovilton;United Kingdom;51.0093994140625;-2.638819932937622
CWL;Cardiff International Airport;Cardiff;United Kingdom;51.39670181274414;-3.343329906463623
SWS;Swansea Airport;Swansea;United Kingdom;51.60530090332031;-4.0678300857543945
BRS;Bristol Airport;Bristol;United Kingdom;51.382702;-2.71909
LPL;Liverpool John Lennon Airport;Liverpool;United Kingdom;53.33359909057617;-2.849720001220703
LTN;London Luton Airport;London;United Kingdom;51.874698638916016;-0.36833301186561584
PLH;Plymouth City Airport;Plymouth;United Kingdom;50.422798;-4.10583
BOH;Bournemouth Airport;Bournemouth;United Kingdom;50.779998779296875;-1.8424999713897705
SOU;Southampton Airport;Southampton;United Kingdom;50.95029830932617;-1.3567999601364136
QLA;Lasham Airport;Lasham;United Kingdom;51.187198638916016;-1.0334999561309814
ACI;Alderney Airport;Alderney;Guernsey;49.70610046386719;-2.2147200107574463
GCI;Guernsey Airport;Guernsey;Guernsey;49.435001373291016;-2.6019699573516846
JER;Jersey Airport;Jersey;Jersey;49.20790100097656;-2.195509910583496
ESH;Shoreham Airport;Shoreham By Sea;United Kingdom;50.835601806640625;-0.29722198843955994
BQH;London Biggin Hill Airport;Biggin Hill;United Kingdom;51.33079910279999;0.0324999988079
LGW;London Gatwick Airport;London;United Kingdom;51.148101806640625;-0.19027799367904663
LCY;London City Airport;London;United Kingdom;51.505299;0.055278
FAB;Farnborough Airport;Farnborough;United Kingdom;51.2757987976;-0.776332974434
BBS;Blackbushe Airport;Blackbushe;United Kingdom;51.32389831542969;-0.8475000262260437
LHR;London Heathrow Airport;London;United Kingdom;51.4706;-0.461941
SEN;Southend Airport;Southend;United Kingdom;51.5713996887207;0.6955559849739075
LYX;Lydd Airport;Lydd;United Kingdom;50.95610046386719;0.9391670227050781
MSE;Kent International Airport;Manston;United Kingdom;51.342201;1.34611
CAX;Carlisle Airport;Carlisle;United Kingdom;54.9375;-2.8091700077056885
BLK;Blackpool International Airport;Blackpool;United Kingdom;53.77170181274414;-3.0286099910736084
HUY;Humberside Airport;Humberside;United Kingdom;53.57440185546875;-0.350832998752594
BWF;Barrow Walney Island Airport;Barrow Island;United Kingdom;54.1286111;-3.2675
LBA;Leeds Bradford Airport;Leeds;United Kingdom;53.86589813232422;-1.6605700254440308
CEG;Hawarden Airport;Hawarden;United Kingdom;53.1781005859375;-2.9777801036834717
IOM;Isle of Man Airport;Isle Of Man;Isle of Man;54.08330154418945;-4.623889923095703
NCL;Newcastle Airport;Newcastle;United Kingdom;55.037498474121094;-1.6916699409484863
MME;Durham Tees Valley Airport;Teesside;United Kingdom;54.50920104980469;-1.4294099807739258
EMA;East Midlands Airport;East Midlands;United Kingdom;52.8311004639;-1.32806003094
KOI;Kirkwall Airport;Kirkwall;United Kingdom;58.957801818847656;-2.9049999713897705
LSI;Sumburgh Airport;Sumburgh;United Kingdom;59.87889862060547;-1.2955600023269653
WIC;Wick Airport;Wick;United Kingdom;58.458900451660156;-3.09306001663208
ABZ;Aberdeen Dyce Airport;Aberdeen;United Kingdom;57.201900482177734;-2.197779893875122
INV;Inverness Airport;Inverness;United Kingdom;57.54249954223633;-4.047500133514404
GLA;Glasgow International Airport;Glasgow;United Kingdom;55.8718986511;-4.43306016922
EDI;Edinburgh Airport;Edinburgh;United Kingdom;55.95000076293945;-3.372499942779541
ILY;Islay Airport;Islay;United Kingdom;55.68190002441406;-6.256669998168945
PIK;Glasgow Prestwick Airport;Prestwick;United Kingdom;55.5093994140625;-4.586669921875
BEB;Benbecula Airport;Benbecula;United Kingdom;57.48109817504883;-7.3627800941467285
SCS;Scatsta Airport;Scatsta;United Kingdom;60.43280029296875;-1.2961100339889526
DND;Dundee Airport;Dundee;United Kingdom;56.45249938964844;-3.025830030441284
SYY;Stornoway Airport;Stornoway;United Kingdom;58.215599060058594;-6.331110000610352
TRE;Tiree Airport;Tiree;United Kingdom;56.49919891357422;-6.869170188903809
ADX;RAF Leuchars;Leuchars;United Kingdom;56.37289810180664;-2.8684399127960205
LMO;RAF Lossiemouth;Lossiemouth;United Kingdom;57.7052001953125;-3.339169979095459
CBG;Cambridge Airport;Cambridge;United Kingdom;52.2050018311;0.17499999702
NWI;Norwich International Airport;Norwich;United Kingdom;52.6758003235;1.28278005123
STN;London Stansted Airport;London;United Kingdom;51.8849983215;0.234999999404
EXT;Exeter International Airport;Exeter;United Kingdom;50.73440170288086;-3.4138898849487305
FZO;Bristol Filton Airport;Bristol;United Kingdom;51.5194015503;-2.59083008766
OXF;Oxford (Kidlington) Airport;Oxford;United Kingdom;51.8368988037;-1.32000005245
MHZ;RAF Mildenhall;Mildenhall;United Kingdom;52.361900329589844;0.48640599846839905
FFD;RAF Fairford;Fairford;United Kingdom;51.6822013855;-1.7900300025900002
BZZ;RAF Brize Norton;Brize Norton;United Kingdom;51.75;-1.58362
ODH;RAF Odiham;Odiham;United Kingdom;51.2341003418;-0.94282501936
NHT;RAF Northolt;Northolt;United Kingdom;51.553001403799996;-0.418166995049
QCY;RAF Coningsby;Coningsby;United Kingdom;53.0929985046;-0.166014000773
BEQ;RAF Honington;Honington;United Kingdom;52.34260177612305;0.7729390263557434
HRT;RAF Linton-On-Ouse;Linton-on-ouse;United Kingdom;54.0489006042;-1.2527500391
WTN;RAF Waddington;Waddington;United Kingdom;53.1661987305;-0.523810982704
KNF;RAF Marham;Marham;United Kingdom;52.648395;0.550692
MPN;Mount Pleasant Airport;Mount Pleasant;Falkland Islands;-51.82279968261719;-58.447200775146484
AMS;Amsterdam Airport Schiphol;Amsterdam;Netherlands;52.3086013794;4.763889789579999
MST;Maastricht Aachen Airport;Maastricht;Netherlands;50.9117012024;5.77014017105
EIN;Eindhoven Airport;Eindhoven;Netherlands;51.4500999451;5.37452983856
GRQ;Eelde Airport;Groningen;Netherlands;53.1197013855;6.57944011688
DHR;De Kooy Airport;De Kooy;Netherlands;52.92340087890625;4.780620098114014
LEY;Lelystad Airport;Lelystad;Netherlands;52.46030044555664;5.527219772338867
LWR;Leeuwarden Air Base;Leeuwarden;Netherlands;53.228599548339844;5.760560035705566
RTM;Rotterdam The Hague Airport;Rotterdam;Netherlands;51.956902;4.43722
UTC;Soesterberg Air Base;Soesterberg;Netherlands;52.1273002625;5.27618980408
ENS;Twente Airfield;Enschede;Netherlands;52.2758333;6.8891667
LID;Valkenburg Naval Air Base;Valkenburg;Netherlands;52.166099548300004;4.41794013977
WOE;Woensdrecht Air Base;Woensdrecht;Netherlands;51.4491;4.34203
ORK;Cork Airport;Cork;Ireland;51.84130096435547;-8.491109848022461
GWY;Galway Airport;Galway;Ireland;53.300201416015625;-8.941590309143066
DUB;Dublin Airport;Dublin;Ireland;53.42129898071289;-6.2700700759887695
NOC;Ireland West Knock Airport;Connaught;Ireland;53.910301208496094;-8.818490028381348
KIR;Kerry Airport;Kerry;Ireland;52.18090057373047;-9.52377986907959
SNN;Shannon Airport;Shannon;Ireland;52.701999664307;-8.9248199462891
SXL;Sligo Airport;Sligo;Ireland;54.280200958252;-8.5992097854614
WAT;Waterford Airport;Waterford;Ireland;52.187198638916016;-7.0869598388671875
AAR;Aarhus Airport;Aarhus;Denmark;56.2999992371;10.619000434899998
BLL;Billund Airport;Billund;Denmark;55.7402992249;9.15178012848
CPH;Copenhagen Kastrup Airport;Copenhagen;Denmark;55.617900848389;12.656000137329
EBJ;Esbjerg Airport;Esbjerg;Denmark;55.525901794433594;8.553400039672852
KRP;Karup Airport;Karup;Denmark;56.29750061035156;9.124629974365234
ODE;Odense Airport;Odense;Denmark;55.47669982910156;10.330900192260742
RKE;Copenhagen Roskilde Airport;Copenhagen;Denmark;55.585601806640625;12.131400108337402
RNN;Bornholm Airport;Ronne;Denmark;55.06330108642578;14.759599685668945
SGD;Sønderborg Airport;Soenderborg;Denmark;54.96440124511719;9.791729927062988
SKS;Skrydstrup Air Base;Skrydstrup;Denmark;55.221048;9.26702
TED;Thisted Airport;Thisted;Denmark;57.06880187988281;8.705220222473145
FAE;Vagar Airport;Vagar;Faroe Islands;62.0635986328125;-7.277219772338867
STA;Stauning Airport;Stauning;Denmark;55.9901008605957;8.353910446166992
AAL;Aalborg Airport;Aalborg;Denmark;57.0927589138;9.84924316406
LUX;Luxembourg-Findel International Airport;Luxemburg;Luxembourg;49.6233333;6.2044444
AES;Ålesund Airport;Alesund;Norway;62.5625;6.119699954986572
ANX;Andøya Airport;Andoya;Norway;69.292503356934;16.144199371338
ALF;Alta Airport;Alta;Norway;69.976097106934;23.371700286865
BNN;Brønnøysund Airport;Bronnoysund;Norway;65.461097717285;12.217499732971
BOO;Bodø Airport;Bodo;Norway;67.26920318603516;14.365300178527832
BGO;Bergen Airport Flesland;Bergen;Norway;60.29339981;5.218140125
BJF;Båtsfjord Airport;Batsfjord;Norway;70.60050201416;29.691400527954
KRS;Kristiansand Airport;Kristiansand;Norway;58.204200744628906;8.085370063781738
BDU;Bardufoss Airport;Bardufoss;Norway;69.055801391602;18.540399551392
EVE;Harstad/Narvik Airport, Evenes;Harstad/Narvik;Norway;68.491302490234;16.678100585938
VDB;Leirin Airport;Fagernes;Norway;61.015598297119;9.2880601882935
FRO;Florø Airport;Floro;Norway;61.583599090576;5.0247201919556
OSL;Oslo Gardermoen Airport;Oslo;Norway;60.193901062012;11.100399971008
HAU;Haugesund Airport;Haugesund;Norway;59.34529876709;5.2083601951599
HAA;Hasvik Airport;Hasvik;Norway;70.486701965332;22.139699935913
KSU;Kristiansund Airport (Kvernberget);Kristiansund;Norway;63.111801147461;7.824520111084
KKN;Kirkenes Airport (Høybuktmoen);Kirkenes;Norway;69.725799560547;29.891300201416
FAN;Lista Airport;Farsund;Norway;58.0994987487793;6.626049995422363
MOL;Molde Airport;Molde;Norway;62.744701385498;7.2624998092651
MJF;Mosjøen Airport (Kjærstad);Mosjoen;Norway;65.783996582031;13.214900016785
LKL;Banak Airport;Lakselv;Norway;70.068801879883;24.973499298096
NTB;Notodden Airport;Notodden;Norway;59.565701;9.21222
OLA;Ørland Airport;Orland;Norway;63.69889831542969;9.604000091552734
RRS;Røros Airport;Roros;Norway;62.578399658203;11.342300415039
RYG;Moss-Rygge Airport;Rygge;Norway;59.378817;10.785439
LYR;Svalbard Airport, Longyear;Svalbard;Norway;78.246101379395;15.465600013733
SKE;Skien Airport;Skien;Norway;59.185001373291016;9.566940307617188
SRP;Stord Airport;Stord;Norway;59.791900634765625;5.340849876403809
SSJ;Sandnessjøen Airport (Stokka);Sandnessjoen;Norway;65.956802368164;12.468899726868
TOS;Tromsø Airport;Tromso;Norway;69.68329620361328;18.918899536132812
TRF;Sandefjord Airport, Torp;Sandefjord;Norway;59.1866989136;10.258600235
TRD;Trondheim Airport Værnes;Trondheim;Norway;63.4578018;10.9239998
SVG;Stavanger Airport Sola;Stavanger;Norway;58.876701354;5.6377801895
GDN;Gdańsk Lech Wałęsa Airport;Gdansk;Poland;54.377601623535156;18.46619987487793
KRK;John Paul II International Airport Kraków-Balice Airport;Krakow;Poland;50.077701568603516;19.784799575805664
KTW;Katowice International Airport;Katowice;Poland;50.4743;19.08
POZ;Poznań-Ławica Airport;Poznan;Poland;52.421001434299995;16.8262996674
RZE;Rzeszów-Jasionka Airport;Rzeszow;Poland;50.1100006104;22.0189990997
SZZ;Szczecin-Goleniów \"Solidarność\" Airport;Szczecin;Poland;53.584701538100006;14.902199745199999
OSP;Redzikowo Air Base;Slupsk;Poland;54.47890090942383;17.107500076293945
WAW;Warsaw Chopin Airport;Warsaw;Poland;52.1656990051;20.967100143399996
WRO;Copernicus Wrocław Airport;Wroclaw;Poland;51.1026992798;16.885799408
IEG;Zielona Góra-Babimost Airport;Zielona Gora;Poland;52.138500213600004;15.7986001968
RNB;Ronneby Airport;Ronneby;Sweden;56.266700744629;15.265000343323
GOT;Gothenburg-Landvetter Airport;Gothenborg;Sweden;57.662799835205;12.279800415039
JKG;Jönköping Airport;Joenkoeping;Sweden;57.757598876953125;14.068699836730957
LDK;Lidköping-Hovby Airport;Lidkoping;Sweden;58.46549987793;13.17440032959
GSE;Gothenburg City Airport;Gothenborg;Sweden;57.77470016479492;11.870400428771973
KVB;Skövde Airport;Skovde;Sweden;58.45640182495117;13.972700119018555
THN;Trollhättan-Vänersborg Airport;Trollhattan;Sweden;58.31809997558594;12.345000267028809
KSK;Karlskoga Airport;Karlskoga;Sweden;59.34590148925781;14.49590015411377
MXX;Mora Airport;Mora;Sweden;60.95790100097656;14.51140022277832
NYO;Stockholm Skavsta Airport;Stockholm;Sweden;58.78860092163086;16.912200927734375
KID;Kristianstad Airport;Kristianstad;Sweden;55.92169952392578;14.08549976348877
JLD;Landskrona Airport;Landskrona;Sweden;55.94599914550781;12.869999885559082
OSK;Oskarshamn Airport;Oskarshamn;Sweden;57.350498199463;16.497999191284
KLR;Kalmar Airport;Kalkmar;Sweden;56.68550109863281;16.287599563598633
MMX;Malmö Sturup Airport;Malmoe;Sweden;55.536305364;13.376197814900001
HAD;Halmstad Airport;Halmstad;Sweden;56.69110107421875;12.820199966430664
VXO;Växjö Kronoberg Airport;Vaxjo;Sweden;56.929100036621094;14.727999687194824
EVG;Sveg Airport;Sveg;Sweden;62.04779815673828;14.422900199890137
GEV;Gällivare Airport;Gallivare;Sweden;67.13240051269531;20.814599990844727
HUV;Hudiksvall Airport;Hudiksvall;Sweden;61.7681007385;17.0806999207
KRF;Kramfors Sollefteå Airport;Kramfors;Sweden;63.04859924316406;17.76889991760254
LYC;Lycksele Airport;Lycksele;Sweden;64.54830169677734;18.71619987487793
SDL;Sundsvall-Härnösand Airport;Sundsvall;Sweden;62.528099060058594;17.443899154663086
OER;Örnsköldsvik Airport;Ornskoldsvik;Sweden;63.40829849243164;18.989999771118164
KRN;Kiruna Airport;Kiruna;Sweden;67.821998596191;20.336799621582
SFT;Skellefteå Airport;Skelleftea;Sweden;64.62480163574219;21.076900482177734
UME;Umeå Airport;Umea;Sweden;63.791801452637;20.282800674438
VHM;Vilhelmina Airport;Vilhelmina;Sweden;64.5791015625;16.833599090576172
AJR;Arvidsjaur Airport;Arvidsjaur;Sweden;65.59030151367188;19.28190040588379
ORB;Örebro Airport;Orebro;Sweden;59.22370147705078;15.038000106811523
VST;Stockholm Västerås Airport;Vasteras;Sweden;59.58940124511719;16.63360023498535
LLA;Luleå Airport;Lulea;Sweden;65.543800354004;22.121999740601
ARN;Stockholm-Arlanda Airport;Stockholm;Sweden;59.651901245117;17.918600082397
BMA;Stockholm-Bromma Airport;Stockholm;Sweden;59.354400634765625;17.941699981689453
BLE;Borlange Airport;Borlange;Sweden;60.422000885009766;15.515199661254883
HLF;Hultsfred Airport;Hultsfred;Sweden;57.525798797607;15.823300361633
GVX;Gävle Sandviken Airport;Gavle;Sweden;60.593299865722656;16.951400756835938
LPI;Linköping City Airport;Linkoeping;Sweden;58.4062004089;15.680500030500001
NRK;Norrköping Airport;Norrkoeping;Sweden;58.586299896240234;16.250600814819336
VBY;Visby Airport;Visby;Sweden;57.662799835205;18.346200942993
SPM;Spangdahlem Air Base;Spangdahlem;Germany;49.9726982117;6.69250011444
RMS;Ramstein Air Base;Ramstein;Germany;49.4369010925293;7.600279808044434
GHF;[Duplicate] Giebelstadt Army Air Field;Giebelstadt;Germany;49.648101806599996;9.966489791870002
ZCN;Celle Airport;Celle;Germany;52.59120178222656;10.022100448608398
ZNF;Hanau Army Air Field;Hanau;Germany;50.169201;8.96159
GKE;Geilenkirchen Air Base;Geilenkirchen;Germany;50.9608;6.04242
RLG;Rostock-Laage Airport;Laage;Germany;53.9182014465;12.278300285299999
FEL;Fürstenfeldbruck Airport;Fuerstenfeldbruck;Germany;48.2055549621582;11.26694393157959
IGS;Ingolstadt Manching Airport;Ingolstadt;Germany;48.7156982421875;11.534000396728516
GUT;Gütersloh Air Base;Guetersloh;Germany;51.922798;8.30633
ALJ;Alexander Bay Airport;Alexander Bay;South Africa;-28.5750007629;16.5333003998
AGZ;Aggeneys Airport;Aggeneys;South Africa;-29.28179931640625;18.813899993896484
BIY;Bisho Airport;Bisho;South Africa;-32.8970985413;27.279100418099997
BFN;Bram Fischer International Airport;Bloemfontein;South Africa;-29.092699050900002;26.302400589
CPT;Cape Town International Airport;Cape Town;South Africa;-33.9648017883;18.6016998291
DUR;King Shaka International Airport;Durban;South Africa;-29.6144444444;31.1197222222
ELS;Ben Schoeman Airport;East London;South Africa;-33.0355987549;27.825899124099998
GCJ;Grand Central Airport;Johannesburg;South Africa;-25.986299514799995;28.1401004791
GRJ;George Airport;George;South Africa;-34.0055999756;22.378900528
HDS;Hoedspruit Air Force Base Airport;Hoedspruit;South Africa;-24.368600845299998;31.0487003326
JNB;OR Tambo International Airport;Johannesburg;South Africa;-26.1392;28.246
KIM;Kimberley Airport;Kimberley;South Africa;-28.802799224900003;24.7651996613
KMH;Johan Pienaar Airport;Kuruman;South Africa;-27.45669937133789;23.411399841308594
KLZ;Kleinsee Airport;Kleinsee;South Africa;-29.6884002686;17.093999862700002
HLA;Lanseria Airport;Johannesburg;South Africa;-25.938499450699997;27.9260997772
LAY;Ladysmith Airport;Ladysmith;South Africa;-28.5816993713;29.749700546299998
MGH;Margate Airport;Margate;South Africa;-30.8574008942;30.343000412
MEZ;Morningside Farm Airport;Musina;South Africa;-25.7045001984;26.9090003967
NCS;Newcastle Airport;Newcastle;South Africa;-27.7705993652;29.976900100699996
DUH;Oudtshoorn Airport;Oudtshoorn;South Africa;-33.6069984436;22.188999176
PLZ;Port Elizabeth Airport;Port Elizabeth;South Africa;-33.9849014282;25.6173000336
PHW;Hendrik Van Eck Airport;Phalaborwa;South Africa;-23.937200546299998;31.1553993225
PZB;Pietermaritzburg Airport;Pietermaritzburg;South Africa;-29.649000167799997;30.3987007141
NTY;Pilanesberg International Airport;Pilanesberg;South Africa;-25.333799362199997;27.173400878900004
PTG;Polokwane International Airport;Potgietersrus;South Africa;-23.845269;29.458615
UTW;Queenstown Airport;Queenstown;South Africa;-31.92020034790039;26.882200241088867
RCB;Richards Bay Airport;Richard's Bay;South Africa;-28.740999221800003;32.0920982361
ROD;Robertson Airport;Robertson;South Africa;-33.812198638916016;19.902799606323242
SBU;Springbok Airport;Springbok;South Africa;-29.689300537109375;17.939599990844727
SIS;Sishen Airport;Sishen;South Africa;-27.6485996246;22.9993000031
SZK;Skukuza Airport;Skukuza;South Africa;-24.960899353;31.5886993408
LTA;Tzaneen Airport;Tzaneen;South Africa;-23.8243999481;30.329299926799997
ULD;Prince Mangosuthu Buthelezi Airport;Ulundi;South Africa;-28.3206005096;31.4165000916
UTN;Pierre Van Ryneveld Airport;Upington;South Africa;-28.39909935;21.260200500499998
UTT;K. D. Matanzima Airport;Umtata;South Africa;-31.546363184900002;28.6733551025
VRU;Vryburg Airport;Vryburg;South Africa;-26.9824008942;24.7287998199
VIR;Virginia Airport;Durban;South Africa;-29.770599365234375;31.058399200439453
PRY;Wonderboom Airport;Pretoria;South Africa;-25.6539;28.224199
WEL;Welkom Airport;Welkom;South Africa;-27.996824511099998;26.663333892799997
FRW;Francistown Airport;Francistown;Botswana;-21.15959930419922;27.47450065612793
JWA;Jwaneng Airport;Jwaneng;Botswana;-24.6023006439209;24.69099998474121
BBK;Kasane Airport;Kasane;Botswana;-17.83289909362793;25.162399291992188
MUB;Maun Airport;Maun;Botswana;-19.97260093688965;23.431100845336914
GBE;Sir Seretse Khama International Airport;Gaberone;Botswana;-24.555200576782227;25.91819953918457
PKW;Selebi Phikwe Airport;Selebi-phikwe;Botswana;-22.0583;27.8288
BZV;Maya-Maya Airport;Brazzaville;Congo (Brazzaville);-4.251699924468994;15.253000259399414
FTX;Owando Airport;Owando;Congo (Kinshasa);-0.5313500165939331;15.95009994506836
OUE;Ouesso Airport;Ouesso;Congo (Kinshasa);1.6159900426899998;16.0379009247
PNR;Pointe Noire Airport;Pointe-noire;Congo (Brazzaville);-4.816030025482178;11.88659954071045
MTS;Matsapha Airport;Manzini;Swaziland;-26.52899932861328;31.3075008392334
BGF;Bangui M'Poko International Airport;Bangui;Central African Republic;4.39847993850708;18.518800735473633
BBT;Berbérati Airport;Berberati;Central African Republic;4.2215800285339355;15.786399841308594
BSG;Bata Airport;Bata;Equatorial Guinea;1.9054700136184692;9.805680274963379
SSG;Malabo Airport;Malabo;Equatorial Guinea;3.755270004272461;8.708720207214355
ASI;RAF Ascension Island;Wide Awake;Saint Helena;-7.969600200653076;-14.393699645996094
MRU;Sir Seewoosagur Ramgoolam International Airport;Plaisance;Mauritius;-20.430200576782227;57.68360137939453
RRG;Sir Charles Gaetan Duval Airport;Rodriguez Island;Mauritius;-19.757699966430664;63.361000061035156
TKC;Tiko Airport;Tiko;Cameroon;4.08919000626;9.360529899600001
DLA;Douala International Airport;Douala;Cameroon;4.0060801506;9.719479560849999
MVR;Salak Airport;Maroua;Cameroon;10.451399803161621;14.257399559020996
FOM;Foumban Nkounja Airport;Foumban;Cameroon;5.636919975280762;10.750800132751465
NGE;N'Gaoundéré Airport;N'gaoundere;Cameroon;7.3570098876953125;13.559200286865234
GOU;Garoua International Airport;Garoua;Cameroon;9.33588981628418;13.370100021362305
BFX;Bafoussam Airport;Bafoussam;Cameroon;5.536920070650001;10.354599952700001
BPC;Bamenda Airport;Bamenda;Cameroon;6.039239883422852;10.122599601745605
YAO;Yaoundé Airport;Yaounde;Cameroon;3.8360400199890137;11.523500442504883
LVI;Livingstone Airport;Livingstone;Zambia;-17.821800231933594;25.82270050048828
LUN;Kenneth Kaunda International Airport Lusaka;Lusaka;Zambia;-15.3308000565;28.4526004791
MFU;Mfuwe Airport;Mfuwe;Zambia;-13.258899688720703;31.936599731445312
NLA;Simon Mwansa Kapwepwe International Airport;Ndola;Zambia;-12.998100280762;28.66489982605
KIW;Southdowns Airport;Southdowns;Zambia;-12.900500297546387;28.149900436401367
HAH;Prince Said Ibrahim International Airport;Moroni;Comoros;-11.5337;43.2719
NWA;Mohéli Bandar Es Eslam Airport;Moheli;Comoros;-12.298100471496582;43.76639938354492
AJN;Ouani Airport;Anjouan;Comoros;-12.131699562072754;44.430301666259766
DZA;Dzaoudzi Pamandzi International Airport;Dzaoudzi;Mayotte;-12.804699897766113;45.28110122680664
RUN;Roland Garros Airport;St.-denis;Reunion;-20.887100219726562;55.51029968261719
ZSE;Pierrefonds Airport;St.-pierre;Reunion;-21.320899963378906;55.42499923706055
TNR;Ivato Airport;Antananarivo;Madagascar;-18.7968997955;47.4788017273
ZVA;Miandrivazo Airport;Miandrivazo;Madagascar;-19.56279945373535;45.450801849365234
SMS;Sainte Marie Airport;Sainte Marie;Madagascar;-17.093900680541992;49.815799713134766
TMM;Toamasina Airport;Toamasina;Madagascar;-18.109500885009766;49.39250183105469
MOQ;Morondava Airport;Morondava;Madagascar;-20.284700393676758;44.31760025024414
DIE;Arrachart Airport;Antsiranana;Madagascar;-12.34939956665039;49.29169845581055
WMR;Mananara Nord Airport;Mananara;Madagascar;-16.16390037536621;49.773799896240234
ZWA;Andapa Airport;Andapa;Madagascar;-14.651700019836426;49.620601654052734
AMB;Ambilobe Airport;Ambilobe;Madagascar;-13.188400268554688;48.987998962402344
ANM;Antsirabato Airport;Antalaha;Madagascar;-14.99940013885498;50.3202018737793
HVA;Analalava Airport;Analalava;Madagascar;-14.62969970703125;47.76380157470703
MJN;Amborovy Airport;Mahajanga;Madagascar;-15.6668417421;46.351232528699995
NOS;Fascene Airport;Nosy-be;Madagascar;-13.3121004105;48.3148002625
BPY;Besalampy Airport;Besalampy;Madagascar;-16.744530296500002;44.4824838638
WMN;Maroantsetra Airport;Maroantsetra;Madagascar;-15.436699867248535;49.68830108642578
SVB;Sambava Airport;Sambava;Madagascar;-14.278599739074707;50.17470169067383
VOH;Vohimarina Airport;Vohemar;Madagascar;-13.375800132751465;50.00279998779297
WAI;Ambalabe Airport;Antsohihy;Madagascar;-14.898799896240234;47.993900299072266
